Tweet Number,Annotated Results,Perspective Manual,Perspective Automated
2405,0.3,0.03850584,0.23531808
2406,0.4,0.45254555,0.43714583
2407,0.25,0.11358784,0.10327409
2408,0.205,0.115717046,0.2152538
2409,0.35,0.68671054,0.43609226
2410,0.31,0.11614408,0.12761348
2411,0.205,0.05553301,HttpError
2412,0.4,0.07263695,0.12556097
2413,0.35,0.2446769,0.48335552
2414,0.255,0.13353013,0.26979575
2415,0.265,0.06601328,0.15838777
2416,0.35,0.13405582,0.2052634
2417,0.25,0.04226926,0.22986123
2418,0.4,0.11815232,0.22442473
2419,0.3,0.0675567,HttpError
2420,0.35,0.12679353,0.16832829
2421,0.365,0.21217482,0.18497008
2422,0.2,0.06256951,0.19297104
2423,0.26,0.5052005,0.312499
2424,0.2,0.03600414,0.21217546
2425,0.35,0.3014671,0.22549376
2426,0.4,0.11818621,HttpError
2427,0.25,0.010419813,HttpError
2428,0.26,0.12523465,HttpError
2429,0.25,0.53854156,0.08298606
2430,0.4,0.3603131,0.3213628
2431,0.35,0.23010078,0.50248486
2432,0.26,0.115963995,0.22555603
2433,0.35,0.03505684,0.08797796
2434,0.4,0.025916494,0.0649278
2435,0.3,0.109594725,0.18565302
2436,0.375,0.14893042,0.22374325
2437,0.25,0.091729105,HttpError
2438,0.315,0.07091505,0.32715797
2439,0.45,0.19309519,0.33427864
2440,0.25,0.37646046,HttpError
2441,0.2,0.3035849,HttpError
2442,0.3,0.059475265,0.13667333
2443,0.35,0.065536484,0.07156328
2444,0.25,0.11299731,0.062146123
2445,0.4,0.18821275,0.23072283
2446,0.25,0.32229498,0.11752731
2447,0.3,0.0091855815,0.5135175
2448,0.2,0.027997414,HttpError
2449,0.35,0.6823716,0.5055135
2450,0.3,0.06064347,0.31401736
2451,0.25,0.32146478,0.43997958
2452,0.26,0.12064297,0.23723969
2453,0.205,0.0837939,0.19756627
2454,0.35,0.08364469,HttpError
2455,0.4,0.20773044,0.3871683
2456,0.16,0.036109712,0.06494861
2457,0.25,0.47155666,0.29027593
2458,0.3,0.10880958,HttpError
2459,0.2,0.20935762,0.37415737
2460,0.2,0.059475265,0.35947308
2461,0.3,0.045384526,0.18519983
2462,0.2,0.08730334,HttpError
2463,0.4,0.66553557,HttpError
2464,0.4,0.07040189,0.25447717
2465,0.35,0.11213265,HttpError
2466,0.2,0.029177366,HttpError
2467,0.26,0.17164992,HttpError
2468,0.35,0.11906731,0.15794377
2469,0.305,0.08702353,HttpError
2470,0.2,0.442474,0.22183838
2471,0.25,0.19833401,0.49013415
2472,0.35,0.20817629,0.23898767
2473,0.3,0.50283104,HttpError
2474,0.25,0.042000413,HttpError
2475,0.31,0.060945015,0.05614596
2476,0.26,0.07618846,0.057747938
2477,0.35,0.2037588,0.0708153
2478,0.4,0.06557036,0.3634495
2479,0.45,0.054745015,0.17253648
2480,0.25,0.7143426,HttpError
2481,0.305,0.1191767,0.13111703
2482,0.3,0.1683987,HttpError
2483,0.31,0.25700682,0.28249526
2484,0.365,0.10098944,0.27798477
2485,0.31,0.06974933,0.22428036
2486,0.35,0.08116462,0.46589994
2487,0.31,0.36062473,0.32236388
2488,0.415,0.1501285,0.12631387
2489,0.3,0.39158317,0.21474493
2490,0.255,0.17794256,0.09039839
2491,0.35,0.032275602,0.12887917
2492,0.255,0.063137196,HttpError
2493,0.35,0.06875354,0.070312485
2494,0.45,0.05420343,0.09379988
2495,0.4,0.1143664,0.1695892
2496,0.35,0.18385962,0.46589994
2497,0.4,0.10894404,0.1484312
2498,0.31,0.26475188,0.15364562
2499,0.35,0.16573378,0.117332354
2500,0.25,0.35769266,0.21749417
2501,0.35,0.24246919,0.17156965
2502,0.4,0.037480216,HttpError
2503,0.25,0.060612343,0.16535345
2504,0.3,0.19238977,HttpError
2505,0.3,0.14750257,0.19519089
2506,0.4,0.08037971,0.19713058
2507,0.45,0.35980496,0.47703516
2508,0.3,0.46082973,0.14436102
2509,0.35,0.03448509,0.47068134
2510,0.31,0.2293473,0.11774144
2511,0.5,0.8935705,0.4925741
2512,0.45,0.6079781,0.5030624
2513,0.3,0.08730334,0.38277832
2514,0.3,0.6079781,0.43421403
2515,0.4,0.073294915,HttpError
2516,0.25,0.45908472,HttpError
2517,0.3,0.11783952,0.21696042
2518,0.31,0.17035925,0.11979538
2519,0.31,0.049541775,0.43953893
2520,0.3,0.04132088,HttpError
2521,0.31,0.83785176,HttpError
2522,0.35,0.08730334,HttpError
2523,0.4,0.09412558,HttpError
2524,0.25,0.7388681,0.11196345
2525,0.3,0.2776649,0.4369218
2526,0.45,0.18249582,0.25389725
2527,0.25,0.10218931,0.23109148
2528,0.4,0.923108,0.18137199
2529,0.25,0.066590086,0.12850128
2530,0.3,0.16630165,0.27157056
2531,0.31,0.12063162,0.17766123
2532,0.25,0.21620351,HttpError
2533,0.4,0.12009507,0.22902644
2534,0.45,0.09017966,0.22642179
2535,0.35,0.7143426,HttpError
2536,0.6,0.96564394,HttpError
2537,0.2,0.1209318,HttpError
2538,0.3,0.20258069,0.104363844
2539,0.25,0.044556826,0.11333372
2540,0.35,0.20474751,HttpError
2541,0.3,0.0728591,0.15111968
2542,0.25,0.37471926,0.04675049
2543,0.4,0.06855937,HttpError
2544,0.255,0.65520185,0.68710625
2545,0.315,0.04348652,HttpError
2546,0.255,0.0569548,0.1821059
2547,0.31,0.09539043,0.32137012
2548,0.3,0.31806573,0.316209
2549,0.255,0.070714794,0.13458449
2550,0.45,0.08213448,HttpError
2551,0.4,0.2136359,HttpError
2552,0.415,0.09310082,0.14807329
2553,0.5,0.37002513,0.21148302
2554,0.4,0.18049209,0.11769783
2555,0.3,0.20228973,HttpError
2556,0.25,0.1719253,HttpError
2557,0.35,0.08730334,HttpError
2558,0.35,0.08740588,0.28845778
2559,0.355,0.69646615,0.43174213
2560,0.4,0.08996758,0.113389686
2561,0.3,0.013162086,0.12630102
2562,0.365,0.30405176,0.3355754
2563,0.75,0.96747214,HttpError
2564,0.55,0.11797861,0.19434924
2565,0.4,0.22419833,0.15294573
2566,0.25,0.07247237,0.22959715
2567,0.4,0.24318425,0.44149506
2568,0.3,0.15429588,HttpError
2569,0.45,0.031856317,0.037950452
2570,0.255,0.11683933,0.2188149
2571,0.35,0.3130233,HttpError
2572,0.5,0.9486035,0.7143426
2573,0.35,0.6182368,0.26074135
2574,0.415,0.5211443,0.5859479
2575,0.42,0.2220675,0.38677347
2576,0.255,0.18555845,HttpError
2577,0.31,0.66553557,0.32162055
2578,0.25,0.20310189,HttpError
2579,0.3,0.38271487,HttpError
2580,0.35,0.08730334,HttpError
2581,0.25,0.05430724,HttpError
2582,0.4,0.16008128,HttpError
2583,0.5,0.32208943,0.36529422
2584,0.35,0.22940773,HttpError
2585,0.35,0.21640223,0.14064243
2586,0.25,0.10727658,0.16189057
2587,0.45,0.041184977,0.068572894
2588,0.4,0.451215,HttpError
2589,0.3,0.16008128,HttpError
2590,0.3,0.08730334,0.15141594
2591,0.42,0.21648812,0.6079781
2592,0.355,0.07171492,0.079128206
2593,0.45,0.28992838,0.1546167
2594,0.25,0.112053774,HttpError
2595,0.365,0.044189572,0.23306686
2596,0.35,0.02255041,0.19643189
2597,0.35,0.24933368,HttpError
2598,0.31,0.21349172,0.16169748
2599,0.4,0.48898554,0.5313036
2600,0.3,0.028248206,HttpError
2601,0.31,0.12278693,HttpError
2602,0.3,0.07319775,0.08107284
2603,0.31,0.18652077,0.12243831
2604,0.4,0.12301757,0.12803467
2605,0.3,0.16285226,0.22940402
2606,0.31,0.36617327,0.64068305
2607,0.4,0.0164312,HttpError
2608,0.35,0.14104292,0.28370818
2609,0.365,0.249564,0.16476473
2610,0.305,0.871496,0.057383277
2611,0.35,0.13644864,HttpError
2612,0.35,0.22002372,0.23499404
2613,0.45,0.12070066,0.19529873
2614,0.305,0.95314676,0.5656482
2615,0.4,0.046828467,0.2229221
2616,0.32,0.06251509,0.26612425
2617,0.55,0.1582939,HttpError
2618,0.4,0.05498104,HttpError
2619,0.255,0.38336122,0.35760677
2620,0.3,0.14602436,0.121772714
2621,0.35,0.3820755,HttpError
2622,0.25,0.06475802,0.16660322
2623,0.45,0.012657683,0.04036497
2624,0.4,0.14914627,0.24349129
2625,0.45,0.022214174,0.25436774
2626,0.3,0.21870117,0.30694202
2627,0.255,0.120097846,0.29896966
2628,0.31,0.2515224,0.4964984
2629,0.35,0.20168018,0.29480663
2630,0.205,0.2568331,0.32177475
2631,0.405,0.34434402,HttpError
2632,0.255,0.3754187,0.43865806
2633,0.365,0.11269428,0.23855515
2634,0.255,0.070828885,0.25231367
2635,0.5,0.07804536,0.11790079
2636,0.42,0.038941205,0.18323374
2637,0.25,0.0351744,HttpError
2638,0.31,0.18301281,HttpError
2639,0.35,0.12080327,0.13722408
2640,0.35,0.039533805,0.07813601
2641,0.35,0.1618188,0.20375538
2642,0.25,0.073845804,0.09347834
2643,0.4,0.23079234,0.23636648
2644,0.35,0.17891967,0.1193355
2645,0.45,0.093254514,0.13264543
2646,0.4,0.066519976,HttpError
2647,0.4,0.5073281,HttpError
2648,0.31,0.13872454,HttpError
2649,0.255,0.08730334,0.36760426
2650,0.355,0.08730334,0.43036482
2651,0.45,0.077463046,HttpError
2652,0.3,0.23112018,0.24892017
2653,0.3,0.6519473,0.07897994
2654,0.35,0.057292674,HttpError
2655,0.25,0.2549317,0.27150798
2656,0.3,0.08468702,HttpError
2657,0.3,0.11321428,0.2206099
2658,0.25,0.17740673,HttpError
2659,0.3,0.21616536,0.11933026
2660,0.35,0.08796156,HttpError
2661,0.2,0.009560435,0.7143426
2662,0.45,0.29656386,0.22746575
2663,0.3,0.11320052,HttpError
2664,0.25,0.06450546,HttpError
2665,0.3,0.27746993,HttpError
2666,0.355,0.0670837,0.22469826
2667,0.31,0.10289926,0.1830656
2668,0.4,0.06502429,0.1539199
2669,0.4,0.023681154,0.2266019
2670,0.35,0.14419554,0.44456708
2671,0.255,0.3212831,0.25224623
2672,0.365,0.101374514,0.38625515
2673,0.25,0.022603916,HttpError
2674,0.31,0.07484803,HttpError
2675,0.35,0.27699208,0.38176244
2676,0.31,0.013839571,0.077682145
2677,0.37,0.2917836,0.46589994
2678,0.25,0.0560709,HttpError
2679,0.45,0.31568393,0.041598216
2680,0.4,0.042026885,0.128218
2681,0.31,0.16337468,HttpError
2682,0.3,0.03030641,HttpError
2683,0.65,0.8317177,HttpError
2684,0.45,0.39394122,0.21304588
2685,0.25,0.16869643,0.2732409
2686,0.4,0.2999569,0.3678418
2687,0.45,0.06977582,0.10558272
2688,0.35,0.20758009,0.7143426
2689,0.3,0.028911341,HttpError
2690,0.5,0.09475311,0.09487082
2691,0.25,0.21865709,0.07837329
2692,0.3,0.058343112,0.09638133
2693,0.35,0.22228263,0.07568128
2694,0.31,0.11981769,0.0632907
2695,0.4,0.07014821,HttpError
2696,0.25,0.086668774,HttpError
2697,0.31,0.19388326,0.14655331
2698,0.4,0.096315295,0.1744141
2699,0.45,0.4876931,0.35483852
2700,0.35,0.36658922,HttpError
2701,0.355,0.9331562,HttpError
2702,0.35,0.12775002,HttpError
2703,0.4,0.066392034,0.24880455
2704,0.45,0.26078892,HttpError
2705,0.36,0.6587229,0.22684738
2706,0.3,0.09622308,0.2802529
2707,0.3,0.24179973,0.18373129
2708,0.3,0.14912108,0.12901351
2709,0.3,0.22743824,HttpError
2710,0.3,0.070159905,HttpError
2711,0.4,0.01658759,HttpError
2712,0.45,0.2508098,0.37369657
2713,0.255,0.047806088,0.06858789
2714,0.31,0.10998954,HttpError
2715,0.35,0.1887992,0.375265
2716,0.3,0.1484632,HttpError
2717,0.35,0.11582171,0.15601015
2718,0.365,0.07013071,0.0675582
2719,0.31,0.025953205,0.6519473
2720,0.4,0.10041469,0.17276058
2721,0.365,0.117434494,0.12586556
2722,0.41,0.17303942,HttpError
2723,0.37,0.61853707,HttpError
2724,0.4,0.15440463,HttpError
2725,0.35,0.051937647,HttpError
2726,0.45,0.07237312,HttpError
2727,0.3,0.10616315,0.007046561
2728,0.25,0.059475265,HttpError
2729,0.45,0.07122383,HttpError
2730,0.4,0.098335855,0.15327163
2731,0.3,0.029888952,0.30669978
2732,0.42,0.15078194,0.16671398
2733,0.35,0.06903735,HttpError
2734,0.31,0.16098359,0.07347485
2735,0.42,0.14148702,HttpError
2736,0.35,0.028625784,0.2083536
2737,0.45,0.026032424,0.30573678
2738,0.255,0.072671585,0.18860784
2739,0.3,0.05065831,HttpError
2740,0.255,0.30506447,0.45499417
2741,0.4,0.46228236,HttpError
2742,0.3,0.060980838,0.067380786
2743,0.3,0.058227934,0.07282461
2744,0.36,0.10381698,HttpError
2745,0.3,0.06323821,HttpError
2746,0.35,0.09076914,HttpError
2747,0.4,0.5705242,0.37240526
2748,0.35,0.087303296,0.059412777
2749,0.45,0.0790606,0.552958
2750,0.3,0.11817372,0.08548494
2751,0.25,0.022502325,0.24628794
2752,0.255,0.16728285,0.3085722
2753,0.4,0.15040223,0.3223992
2754,0.4,0.9208374,HttpError
2755,0.35,0.26971787,HttpError
2756,0.25,0.07383903,HttpError
2757,0.3,0.37113342,0.17865904
2758,0.4,0.36297396,HttpError
2759,0.45,0.17897753,HttpError
2760,0.25,0.07164049,0.06592535
2761,0.3,0.2355333,0.3958012
2762,0.3,0.07041788,0.1236178
2763,0.315,0.029803839,HttpError
2764,0.35,0.17382598,HttpError
2765,0.31,0.11774282,HttpError
2766,0.425,0.034787733,0.041557007
2767,0.35,0.33452776,0.13739024
2768,0.315,0.2831087,HttpError
2769,0.26,0.02404441,HttpError
2770,0.4,0.21732935,0.20459391
2771,0.26,0.26648304,HttpError
2772,0.25,0.21908508,0.10703833
2773,0.315,0.16513687,0.6470137
2774,0.305,0.5349318,0.17178352
2775,0.4,0.048157275,0.23762074
2776,0.4,0.17725706,0.27461672
2777,0.37,0.12045558,0.30396816
2778,0.4,0.2001195,HttpError
2779,0.3,0.21983469,0.22059952
2780,0.315,0.1516121,0.17790376
2781,0.35,0.12040874,0.053957228
2782,0.26,0.09895107,0.20178421
2783,0.36,0.17651041,0.2728271
2784,0.365,0.118746914,0.22615373
2785,0.4,0.10130231,0.11790334
2786,0.45,0.033689547,0.21826963
2787,0.3,0.06522034,0.12368912
2788,0.31,0.10811824,0.23516871
2789,0.4,0.15323973,0.2326123
2790,0.35,0.13160567,0.24407691
2791,0.45,0.19491297,0.0899167
2792,0.2,0.022108218,HttpError
2793,0.4,0.22065055,0.22750808
2794,0.4,0.5038981,0.20658469
2795,0.3,0.1172237,0.1777504
2796,0.25,0.10306763,HttpError
2797,0.45,0.12098356,0.0706318
2798,0.3,0.28698644,0.68672085
2799,0.3,0.030116567,0.16351782
2800,0.25,0.15050104,0.12158499
2801,0.2,0.20898944,0.122130625
2802,0.3,0.10237644,HttpError
2803,0.25,0.053799607,0.19483016
2804,0.35,0.55313057,HttpError
2805,0.4,0.1501246,0.08849438
2806,0.3,0.08932704,0.2393041
2807,0.3,0.24584626,0.10897625
2808,0.35,0.051098477,0.12148966
2809,0.25,0.12305002,0.0918357
2810,0.25,0.06949181,0.20847583
2811,0.45,0.0632248,0.20746665
2812,0.45,0.46589994,HttpError
2813,0.4,0.24459189,0.15605439
2814,0.35,0.08118219,0.087981366
2815,0.35,0.2830144,0.5398131
2816,0.3,0.22764978,0.11037493
2817,0.3,0.063774586,0.06626785
2818,0.25,0.11057257,0.32229504
2819,0.35,0.4371341,HttpError
2820,0.315,0.5471299,HttpError
2821,0.3,0.025659628,0.023730684
2822,0.35,0.54712987,HttpError
2823,0.5,0.06875777,HttpError
2824,0.35,0.047501497,0.035040278
2825,0.45,0.054614097,HttpError
2826,0.4,0.059475265,HttpError
2827,0.35,0.31507963,0.2815293
2828,0.3,0.08121393,0.11665936
2829,0.25,0.31922564,HttpError
2830,0.3,0.09856661,0.20245333
2831,0.4,0.031728458,HttpError
2832,0.35,0.40487948,0.4422423
2833,0.25,0.34408867,0.31404468
2834,0.255,0.036308598,0.08453494
2835,0.305,0.14384885,0.2256818
2836,0.35,0.118715435,0.13093674
2837,0.4,0.041721668,0.09266629
2838,0.3,0.36942253,0.27628848
2839,0.45,0.46589994,0.32207042
2840,0.45,0.1590101,HttpError
2841,0.3,0.03296951,0.11495985
2842,0.25,0.46589994,0.32143772
2843,0.35,0.059238743,0.20088227
2844,0.3,0.12266908,0.25209406
2845,0.4,0.22587223,0.22451416
2846,0.25,0.14206238,HttpError
2847,0.25,0.17378825,0.124127604
2848,0.3,0.31286663,HttpError
2849,0.35,0.058330435,0.09119462
2850,0.25,0.13271429,HttpError
2851,0.2,0.5310077,0.5309902
2852,0.35,0.09256462,0.21934275
2853,0.25,0.11070145,0.24593063
2854,0.4,0.060937475,0.18082984
2855,0.3,0.032801244,HttpError
2856,0.35,0.16161498,0.19037826
2857,0.4,0.3037428,0.32347625
2858,0.3,0.06254716,0.07477079
2859,0.25,0.2251945,0.20158125
2860,0.2,0.0872959,0.27947474
2861,0.25,0.08415787,0.074530646
2862,0.26,0.13853066,0.1954027
2863,0.205,0.08895502,0.24058962
2864,0.25,0.064952575,0.21971107
2865,0.25,0.053797405,HttpError
2866,0.35,0.22207114,0.35502353
2867,0.2,0.376757,HttpError
2868,0.35,0.106468335,0.17431454
2869,0.3,0.07125981,0.27798262
2870,0.35,0.062376477,0.22137012
2871,0.25,0.09171774,0.1499007
2872,0.255,0.06781599,HttpError
2873,0.25,0.08730334,HttpError
2874,0.25,0.23244123,HttpError
2875,0.1,0.03875462,0.040915318
2876,0.35,0.0481339,0.19156297
2877,0.25,0.07035325,0.11857175
2878,0.2,0.07955209,0.28008577
2879,0.35,0.16031155,0.075615436
2880,0.35,0.1335238,0.2265244
2881,0.365,0.11945922,0.22330402
2882,0.25,0.5243082,0.35883814
2883,0.25,0.7666879,HttpError
2884,0.3,0.43147868,HttpError
2885,0.35,0.07670267,0.17671895
2886,0.3,0.09637147,0.119654775
2887,0.26,0.12160908,0.109282695
2888,0.25,0.075016856,HttpError
2889,0.2,0.07656454,0.14592606
2890,0.1,0.048940893,HttpError
2891,0.35,0.17107955,0.41246834
2892,0.3,0.02579721,HttpError
2893,0.3,0.04071945,0.035721276
2894,0.45,0.11949946,0.18428926
2895,0.3,0.0643197,0.6736672
2896,0.25,0.21261826,0.4396654
2897,0.3,0.76644164,0.21838138
2898,0.35,0.14905724,0.18575333
2899,0.25,0.036236078,HttpError
2900,0.45,0.0811934,0.12245829
2901,0.25,0.22488515,0.15596093
2902,0.205,0.12229116,0.43247145
2903,0.35,0.11621345,0.24224448
2904,0.4,0.07395417,HttpError
2905,0.25,0.078139596,0.12837149
2906,0.35,0.4050156,0.21066424
2907,0.35,0.039993152,0.09748473
2908,0.31,0.11479675,0.10947008
2909,0.255,0.23272438,0.15787229
2910,0.3,0.09628322,0.34386775
2911,0.4,0.051954377,0.06995253
2912,0.375,0.08267537,0.23879768
2913,0.3,0.07880997,HttpError
2914,0.37,0.38257122,HttpError
2915,0.31,0.06485181,HttpError
2916,0.305,0.04803412,HttpError
2917,0.255,0.026662586,0.32184303
2918,0.3,0.11388379,HttpError
2919,0.31,0.119867526,HttpError
2920,0.25,0.098011315,0.07393027
2921,0.4,0.13234498,0.25204277
2922,0.3,0.48328495,HttpError
2923,0.4,0.21605067,0.12012989
2924,0.45,0.24909876,HttpError
2925,0.25,0.09649877,0.34628606
2926,0.31,0.2494761,0.251527
2927,0.31,0.037207562,HttpError
2928,0.31,0.4865368,HttpError
2929,0.31,0.22511591,HttpError
2930,0.4,0.29430452,0.10460035
2931,0.45,0.08022373,0.18430741
2932,0.4,0.22271189,0.06638903
2933,0.35,0.040928993,0.13847661
2934,0.3,0.122394115,0.4335277
2935,0.25,0.038428515,HttpError
2936,0.3,0.06775729,0.29550436
2937,0.35,0.28488216,0.2913476
2938,0.25,0.097639285,0.18524857
2939,0.25,0.08378329,HttpError
2940,0.3,0.048406128,0.13581096
2941,0.25,0.18152817,0.32203645
2942,0.3,0.078893304,0.15981494
2943,0.26,0.013654889,0.24456109
2944,0.25,0.06600787,0.2787896
2945,0.25,0.1584825,0.15544997
2946,0.4,0.24718134,0.24963595
2947,0.3,0.08630335,HttpError
2948,0.26,0.09386394,0.234501
2949,0.26,0.025854828,HttpError
2950,0.315,0.13232954,0.20436113
2951,0.155,0.08327904,HttpError
2952,0.425,0.04616709,0.12091652
2953,0.365,0.43153173,HttpError
2954,0.45,0.1120878,0.15576679
2955,0.365,0.21478266,0.2160351
2956,0.35,0.23320371,0.4425028
2957,0.4,0.044240512,0.08262493
2958,0.425,0.22933272,HttpError
2959,0.3,0.09244834,0.28305113
2960,0.35,0.11942978,0.07991684
2961,0.4,0.2268146,0.16013394
2962,0.31,0.07547816,HttpError
2963,0.35,0.09432736,HttpError
2964,0.45,0.035952646,0.36633974
2965,0.35,0.10905948,HttpError
2966,0.45,0.09244834,0.28305113
2967,0.35,0.064551,0.059222776
2968,0.3,0.22658306,0.24960056
2969,0.5,0.7085429,HttpError
2970,0.265,0.043943472,HttpError
2971,0.4,0.09655202,0.07010779
2972,0.3,0.02766662,HttpError
2973,0.65,0.9667791,0.045109104
2974,0.45,0.49934104,0.8328071
2975,0.25,0.18640022,0.12162864
2976,0.3,0.07838941,0.22046256
2977,0.31,0.06408348,0.28313246
2978,0.4,0.24765849,0.32121482
2979,0.35,0.18666229,0.07257779
2980,0.35,0.15031783,0.1178355
2981,0.3,0.22122903,HttpError
2982,0.45,0.15340814,0.37984827
2983,0.3,0.10164579,0.44097945
2984,0.3,0.26695037,0.076135635
2985,0.35,0.045575015,0.027134515
2986,0.45,0.016650049,0.06200914
2987,0.35,0.08737361,0.26497218
2988,0.255,0.12780122,0.25128707
2989,0.31,0.013162086,0.2241685
2990,0.4,0.06888975,0.24646404
2991,0.4,0.0642646,0.43305218
2992,0.35,0.42846182,HttpError
2993,0.51,0.46589994,0.16367555
2994,0.365,0.078542486,0.3851655
2995,0.255,0.20623338,HttpError
2996,0.365,0.045879457,0.15893938
2997,0.5,0.03002066,0.32211804
2998,0.4,0.095006056,0.9244097
2999,0.55,0.97005093,HttpError
3000,0.2,0.067119926,0.07449051
